Episode,Reward,Epsilon
12088,100.60,0.02660
12089,4.20,0.02659
12090,154.50,0.02658
12091,-10.00,0.02657
12092,184.40,0.02657
12093,52.60,0.02656
12094,186.00,0.02655
12095,179.70,0.02654
12096,118.20,0.02653
12097,-5.80,0.02653
12098,143.00,0.02652
12099,13.00,0.02651
12100,65.00,0.02650
12101,222.50,0.02649
12102,185.70,0.02649
12103,41.30,0.02648
12104,127.70,0.02647
12105,161.20,0.02646
12106,33.90,0.02645
12107,309.30,0.02645
12108,105.10,0.02644
12109,152.20,0.02643
12110,40.80,0.02642
12111,87.30,0.02641
12112,15.00,0.02641
12113,283.20,0.02640
12114,157.20,0.02639
12115,184.00,0.02638
12116,53.30,0.02637
12117,154.20,0.02637
12118,218.30,0.02636
12119,111.50,0.02635
12120,78.70,0.02634
12121,158.50,0.02634
12122,167.50,0.02633
12123,295.40,0.02632
12124,189.10,0.02631
12125,50.50,0.02630
12126,174.10,0.02630
12127,64.60,0.02629
12128,7.70,0.02628
12129,59.00,0.02627
12130,108.80,0.02626
12131,108.80,0.02626
12132,133.70,0.02625
12133,165.00,0.02624
12134,-10.00,0.02623
12135,51.00,0.02622
12136,125.60,0.02622
12137,74.20,0.02621
12138,74.70,0.02620
12139,118.60,0.02619
12140,104.00,0.02619
12141,197.20,0.02618
12142,13.30,0.02617
12143,183.90,0.02616
12144,178.50,0.02615
12145,158.20,0.02615
12146,154.90,0.02614
12147,129.10,0.02613
12148,96.30,0.02612
12149,106.00,0.02611
12150,217.80,0.02611
12151,104.90,0.02610
12152,11.80,0.02609
12153,247.30,0.02608
12154,83.80,0.02608
12155,148.60,0.02607
12156,129.30,0.02606
12157,74.80,0.02605
12158,79.30,0.02604
12159,257.90,0.02604
12160,118.60,0.02603
12161,128.20,0.02602
12162,62.90,0.02601
12163,112.30,0.02601
12164,105.80,0.02600
12165,25.60,0.02599
12166,113.00,0.02598
12167,268.50,0.02597
12168,253.70,0.02597
12169,99.70,0.02596
12170,72.30,0.02595
12171,178.00,0.02594
12172,136.90,0.02594
12173,59.40,0.02593
12174,109.60,0.02592
12175,71.00,0.02591
12176,75.10,0.02590
12177,122.00,0.02590
12178,78.20,0.02589
12179,163.00,0.02588
12180,143.20,0.02587
12181,13.90,0.02587
12182,140.20,0.02586
12183,148.80,0.02585
12184,72.60,0.02584
12185,149.20,0.02583
12186,93.60,0.02583
12187,182.40,0.02582
12188,72.70,0.02581
12189,149.70,0.02580
12190,261.20,0.02580
12191,91.30,0.02579
12192,175.90,0.02578
12193,251.30,0.02577
12194,51.80,0.02576
12195,60.60,0.02576
12196,60.60,0.02575
12197,54.60,0.02574
12198,16.70,0.02573
12199,92.40,0.02573
12200,119.50,0.02572
12201,-10.30,0.02571
12202,48.20,0.02570
12203,21.60,0.02570
12204,258.50,0.02569
12205,-10.60,0.02568
12206,92.10,0.02567
12207,218.00,0.02566
12208,206.90,0.02566
12209,122.60,0.02565
12210,182.40,0.02564
12211,96.80,0.02563
12212,182.40,0.02563
12213,187.90,0.02562
12214,80.70,0.02561
12215,108.60,0.02560
12216,113.60,0.02560
12217,17.10,0.02559
12218,129.60,0.02558
12219,188.10,0.02557
12220,173.70,0.02556
12221,230.10,0.02556
12222,100.50,0.02555
12223,226.00,0.02554
12224,145.60,0.02553
12225,237.80,0.02553
12226,146.40,0.02552
12227,88.80,0.02551
12228,52.90,0.02550
12229,144.50,0.02550
12230,247.10,0.02549
12231,50.60,0.02548
12232,82.70,0.02547
12233,214.00,0.02546
12234,86.20,0.02546
12235,119.20,0.02545
12236,111.90,0.02544
12237,122.90,0.02543
12238,125.90,0.02543
12239,91.00,0.02542
12240,25.00,0.02541
12241,76.30,0.02540
12242,257.40,0.02540
12243,60.00,0.02539
12244,126.40,0.02538
12245,182.70,0.02537
12246,41.20,0.02537
12247,111.60,0.02536
12248,141.10,0.02535
12249,88.20,0.02534
12250,13.50,0.02534
12251,249.80,0.02533
12252,86.90,0.02532
12253,225.80,0.02531
12254,248.00,0.02531
12255,-10.90,0.02530
12256,146.80,0.02529
12257,130.40,0.02528
12258,64.80,0.02527
12259,38.40,0.02527
12260,173.30,0.02526
12261,140.60,0.02525
12262,156.10,0.02524
12263,126.50,0.02524
12264,151.10,0.02523
12265,205.50,0.02522
12266,145.60,0.02521
12267,168.10,0.02521
12268,264.10,0.02520
12269,277.40,0.02519
12270,156.40,0.02518
12271,84.70,0.02518
12272,61.70,0.02517
12273,258.70,0.02516
12274,95.20,0.02515
12275,253.30,0.02515
12276,25.90,0.02514
12277,-10.30,0.02513
12278,77.40,0.02512
12279,191.30,0.02512
12280,323.40,0.02511
12281,89.40,0.02510
12282,224.50,0.02509
12283,122.50,0.02509
12284,121.90,0.02508
12285,33.80,0.02507
12286,-10.50,0.02506
12287,258.80,0.02506
12288,232.30,0.02505
12289,72.50,0.02504
12290,207.20,0.02503
12291,228.20,0.02503
12292,71.80,0.02502
12293,131.30,0.02501
12294,243.10,0.02500
12295,101.80,0.02500
12296,109.90,0.02499
12297,150.70,0.02498
12298,140.90,0.02497
12299,33.00,0.02497
12300,135.20,0.02496
12301,183.60,0.02495
12302,51.50,0.02494
12303,94.80,0.02494
12304,98.20,0.02493
12305,105.70,0.02492
12306,63.80,0.02491
12307,150.70,0.02491
12308,108.40,0.02490
12309,178.30,0.02489
12310,25.60,0.02488
12311,151.40,0.02488
12312,170.90,0.02487
12313,220.40,0.02486
12314,158.40,0.02485
12315,163.30,0.02485
12316,96.20,0.02484
12317,55.20,0.02483
12318,140.60,0.02482
12319,175.90,0.02482
12320,140.30,0.02481
12321,344.20,0.02480
12322,23.80,0.02479
12323,109.70,0.02479
12324,68.40,0.02478
12325,100.70,0.02477
12326,76.80,0.02476
12327,224.70,0.02476
12328,99.80,0.02475
12329,28.30,0.02474
12330,134.90,0.02473
12331,164.60,0.02473
12332,207.10,0.02472
12333,196.80,0.02471
12334,45.90,0.02470
12335,-10.90,0.02470
12336,-10.30,0.02469
12337,7.80,0.02468
12338,219.20,0.02468
12339,354.30,0.02467
12340,-10.70,0.02466
12341,153.00,0.02465
12342,75.30,0.02465
12343,47.40,0.02464
12344,179.10,0.02463
12345,71.50,0.02462
12346,211.80,0.02462
12347,308.10,0.02461
12348,55.50,0.02460
12349,84.20,0.02459
12350,95.20,0.02459
12351,25.50,0.02458
12352,145.80,0.02457
12353,13.00,0.02456
12354,51.50,0.02456
12355,246.40,0.02455
12356,164.20,0.02454
12357,215.90,0.02453
12358,198.20,0.02453
12359,131.00,0.02452
12360,147.30,0.02451
12361,158.20,0.02451
12362,182.90,0.02450
12363,70.60,0.02449
12364,92.50,0.02448
12365,152.30,0.02448
12366,16.90,0.02447
12367,237.30,0.02446
12368,79.70,0.02445
12369,23.80,0.02445
12370,230.00,0.02444
12371,106.40,0.02443
12372,105.70,0.02442
12373,112.90,0.02442
12374,92.20,0.02441
12375,57.90,0.02440
12376,247.10,0.02440
12377,132.00,0.02439
12378,130.10,0.02438
12379,77.60,0.02437
12380,76.90,0.02437
12381,33.00,0.02436
12382,12.80,0.02435
12383,169.80,0.02434
12384,258.20,0.02434
12385,81.60,0.02433
12386,135.50,0.02432
12387,122.30,0.02432
12388,134.40,0.02431
12389,241.50,0.02430
12390,163.90,0.02429
12391,201.20,0.02429
12392,76.40,0.02428
12393,112.70,0.02427
12394,267.20,0.02426
12395,-10.70,0.02426
12396,12.80,0.02425
12397,160.50,0.02424
12398,164.30,0.02423
12399,391.00,0.02423
12400,110.50,0.02422
12401,24.40,0.02421
12402,87.40,0.02421
12403,161.90,0.02420
12404,-10.30,0.02419
12405,270.50,0.02418
12406,221.60,0.02418
12407,24.20,0.02417
12408,51.40,0.02416
12409,128.40,0.02416
12410,150.00,0.02415
12411,14.50,0.02414
12412,49.60,0.02413
12413,162.50,0.02413
12414,-10.00,0.02412
12415,208.60,0.02411
12416,348.80,0.02410
12417,224.30,0.02410
12418,255.00,0.02409
12419,124.80,0.02408
12420,127.30,0.02408
12421,125.60,0.02407
12422,249.30,0.02406
12423,172.90,0.02405
12424,50.80,0.02405
12425,216.60,0.02404
12426,14.00,0.02403
12427,31.20,0.02403
12428,138.70,0.02402
12429,76.50,0.02401
12430,89.20,0.02400
12431,101.00,0.02400
12432,271.20,0.02399
12433,216.90,0.02398
12434,221.60,0.02397
12435,25.90,0.02397
12436,119.20,0.02396
12437,39.70,0.02395
12438,222.30,0.02395
12439,235.70,0.02394
12440,154.20,0.02393
12441,135.30,0.02392
12442,20.20,0.02392
12443,157.00,0.02391
12444,121.50,0.02390
12445,126.50,0.02390
12446,194.90,0.02389
12447,147.20,0.02388
12448,135.90,0.02387
12449,118.30,0.02387
12450,172.90,0.02386
12451,159.20,0.02385
12452,67.30,0.02385
12453,87.60,0.02384
12454,48.90,0.02383
12455,160.00,0.02382
12456,206.50,0.02382
12457,235.50,0.02381
12458,138.80,0.02380
12459,120.80,0.02380
12460,119.10,0.02379
12461,312.40,0.02378
12462,221.10,0.02377
12463,171.60,0.02377
12464,228.50,0.02376
12465,44.20,0.02375
12466,159.60,0.02375
12467,249.50,0.02374
12468,171.10,0.02373
12469,161.80,0.02372
12470,187.50,0.02372
12471,129.40,0.02371
12472,103.60,0.02370
12473,158.80,0.02370
12474,96.90,0.02369
12475,51.20,0.02368
12476,108.60,0.02367
12477,113.10,0.02367
12478,249.80,0.02366
12479,50.50,0.02365
12480,-10.00,0.02365
12481,46.60,0.02364
12482,230.00,0.02363
12483,186.50,0.02362
12484,281.50,0.02362
12485,103.50,0.02361
12486,107.70,0.02360
12487,181.10,0.02360
12488,165.00,0.02359
12489,147.50,0.02358
12490,133.30,0.02358
12491,130.20,0.02357
12492,6.90,0.02356
12493,141.50,0.02355
12494,118.10,0.02355
12495,7.20,0.02354
12496,136.10,0.02353
12497,124.40,0.02353
12498,73.70,0.02352
12499,94.50,0.02351
12500,237.70,0.02350
12501,102.00,0.02350
12502,120.30,0.02349
12503,132.30,0.02348
12504,346.50,0.02348
12505,131.60,0.02347
12506,70.40,0.02346
12507,127.30,0.02346
12508,106.80,0.02345
12509,77.80,0.02344
12510,-10.90,0.02343
12511,133.00,0.02343
12512,49.40,0.02342
12513,148.30,0.02341
12514,73.70,0.02341
12515,136.80,0.02340
12516,229.40,0.02339
12517,255.90,0.02338
12518,125.70,0.02338
12519,307.30,0.02337
12520,251.40,0.02336
12521,25.70,0.02336
12522,103.10,0.02335
12523,100.80,0.02334
12524,81.30,0.02334
12525,183.20,0.02333
12526,198.10,0.02332
12527,84.90,0.02331
12528,-11.30,0.02331
12529,196.00,0.02330
12530,6.30,0.02329
12531,226.90,0.02329
12532,162.90,0.02328
12533,280.50,0.02327
12534,99.50,0.02327
12535,108.50,0.02326
12536,314.80,0.02325
12537,91.70,0.02325
12538,80.50,0.02324
12539,160.60,0.02323
12540,129.80,0.02322
12541,-10.20,0.02322
12542,117.70,0.02321
12543,160.80,0.02320
12544,188.10,0.02320
12545,171.00,0.02319
12546,213.40,0.02318
12547,48.10,0.02318
12548,202.40,0.02317
12549,142.20,0.02316
12550,194.60,0.02315
12551,73.10,0.02315
12552,75.70,0.02314
12553,71.70,0.02313
12554,140.90,0.02313
12555,33.90,0.02312
12556,69.40,0.02311
12557,175.10,0.02311
12558,164.40,0.02310
12559,96.20,0.02309
12560,167.70,0.02309
12561,-10.00,0.02308
12562,34.40,0.02307
12563,165.50,0.02306
12564,108.10,0.02306
12565,140.30,0.02305
12566,126.50,0.02304
12567,256.00,0.02304
12568,137.60,0.02303
12569,154.80,0.02302
12570,156.20,0.02302
12571,271.60,0.02301
12572,86.50,0.02300
12573,100.50,0.02300
12574,220.60,0.02299
12575,213.30,0.02298
12576,77.60,0.02297
12577,74.70,0.02297
12578,242.40,0.02296
12579,128.80,0.02295
12580,193.10,0.02295
12581,134.80,0.02294
12582,182.40,0.02293
12583,199.90,0.02293
12584,102.80,0.02292
12585,161.00,0.02291
12586,262.50,0.02291
12587,246.40,0.02290
12588,227.60,0.02289
12589,104.50,0.02289
12590,164.70,0.02288
12591,134.20,0.02287
12592,46.00,0.02286
12593,155.20,0.02286
12594,163.40,0.02285
12595,140.60,0.02284
12596,93.20,0.02284
12597,221.20,0.02283
12598,176.30,0.02282
12599,93.10,0.02282
12600,89.30,0.02281
12601,69.20,0.02280
12602,113.60,0.02280
12603,337.90,0.02279
12604,113.30,0.02278
12605,155.60,0.02278
12606,100.20,0.02277
12607,425.00,0.02276
12608,-10.70,0.02276
12609,281.50,0.02275
12610,118.40,0.02274
12611,90.20,0.02273
12612,15.60,0.02273
12613,169.40,0.02272
12614,213.20,0.02271
12615,167.10,0.02271
12616,59.60,0.02270
12617,67.40,0.02269
12618,49.10,0.02269
12619,147.40,0.02268
12620,88.70,0.02267
12621,355.70,0.02267
12622,150.80,0.02266
12623,136.60,0.02265
12624,171.50,0.02265
12625,112.10,0.02264
12626,197.30,0.02263
12627,70.50,0.02263
12628,165.30,0.02262
12629,197.30,0.02261
12630,244.60,0.02261
12631,221.60,0.02260
12632,213.30,0.02259
12633,121.40,0.02259
12634,132.20,0.02258
12635,152.10,0.02257
12636,138.60,0.02256
12637,227.00,0.02256
12638,153.40,0.02255
12639,119.20,0.02254
12640,25.70,0.02254
12641,187.20,0.02253
12642,293.50,0.02252
12643,73.50,0.02252
12644,25.80,0.02251
12645,284.70,0.02250
12646,261.70,0.02250
12647,161.30,0.02249
12648,323.30,0.02248
12649,193.10,0.02248
12650,224.30,0.02247
12651,76.30,0.02246
12652,120.00,0.02246
12653,182.70,0.02245
12654,237.70,0.02244
12655,78.30,0.02244
12656,224.40,0.02243
12657,202.30,0.02242
12658,148.30,0.02242
12659,160.30,0.02241
12660,180.80,0.02240
12661,190.50,0.02240
12662,84.30,0.02239
12663,186.90,0.02238
12664,219.70,0.02238
12665,100.10,0.02237
12666,237.10,0.02236
12667,168.30,0.02236
12668,248.10,0.02235
12669,144.20,0.02234
12670,170.80,0.02234
12671,110.30,0.02233
12672,38.40,0.02232
12673,56.20,0.02232
12674,349.30,0.02231
12675,162.50,0.02230
12676,298.10,0.02230
12677,149.00,0.02229
12678,15.70,0.02228
12679,31.30,0.02228
12680,123.00,0.02227
12681,266.60,0.02226
12682,243.60,0.02226
12683,50.50,0.02225
12684,41.10,0.02224
12685,276.00,0.02224
12686,221.90,0.02223
12687,354.30,0.02222
12688,70.40,0.02222
12689,76.10,0.02221
12690,100.00,0.02220
12691,144.00,0.02220
12692,249.10,0.02219
12693,234.20,0.02218
12694,138.30,0.02218
12695,74.60,0.02217
12696,157.20,0.02216
12697,84.40,0.02216
12698,101.80,0.02215
12699,86.40,0.02214
12700,164.30,0.02214
12701,104.10,0.02213
12702,196.40,0.02212
12703,225.30,0.02212
12704,321.00,0.02211
12705,106.90,0.02210
12706,-10.30,0.02210
12707,65.10,0.02209
12708,167.10,0.02208
12709,130.60,0.02208
12710,229.40,0.02207
12711,124.40,0.02206
12712,188.30,0.02206
12713,274.40,0.02205
12714,236.00,0.02204
12715,48.70,0.02204
12716,255.90,0.02203
12717,15.50,0.02202
12718,235.10,0.02202
12719,81.40,0.02201
12720,167.10,0.02200
12721,143.80,0.02200
12722,261.40,0.02199
12723,55.50,0.02198
12724,51.70,0.02198
12725,165.50,0.02197
12726,130.40,0.02196
12727,172.70,0.02196
12728,294.20,0.02195
12729,268.80,0.02194
12730,246.20,0.02194
12731,145.00,0.02193
12732,208.20,0.02192
12733,244.10,0.02192
12734,214.80,0.02191
12735,-10.10,0.02190
12736,153.40,0.02190
12737,56.20,0.02189
12738,199.00,0.02188
12739,65.10,0.02188
12740,174.20,0.02187
12741,5.70,0.02186
12742,50.40,0.02186
12743,192.90,0.02185
12744,233.90,0.02185
12745,334.10,0.02184
12746,266.50,0.02183
12747,49.70,0.02183
12748,116.10,0.02182
12749,125.30,0.02181
12750,100.90,0.02181
12751,168.10,0.02180
12752,139.80,0.02179
12753,67.40,0.02179
12754,15.90,0.02178
12755,192.90,0.02177
12756,117.60,0.02177
12757,57.60,0.02176
12758,223.70,0.02175
12759,184.40,0.02175
12760,31.50,0.02174
12761,120.00,0.02173
12762,125.70,0.02173
12763,-10.00,0.02172
12764,205.10,0.02171
12765,166.40,0.02171
12766,-10.50,0.02170
12767,120.80,0.02169
12768,148.60,0.02169
12769,79.00,0.02168
12770,173.60,0.02168
12771,43.40,0.02167
12772,86.00,0.02166
12773,212.00,0.02166
12774,158.80,0.02165
12775,140.90,0.02164
12776,168.60,0.02164
12777,136.60,0.02163
12778,212.80,0.02162
12779,62.70,0.02162
12780,201.00,0.02161
12781,171.70,0.02160
12782,196.90,0.02160
12783,293.40,0.02159
12784,147.60,0.02158
12785,159.50,0.02158
12786,186.70,0.02157
12787,14.50,0.02157
12788,145.20,0.02156
12789,90.60,0.02155
12790,97.00,0.02155
12791,153.30,0.02154
12792,266.00,0.02153
12793,28.70,0.02153
12794,189.00,0.02152
12795,134.30,0.02151
12796,99.40,0.02151
12797,233.00,0.02150
12798,166.70,0.02149
12799,118.70,0.02149
12800,75.90,0.02148
12801,196.10,0.02147
12802,262.90,0.02147
12803,268.70,0.02146
12804,75.60,0.02146
12805,7.30,0.02145
12806,168.10,0.02144
12807,62.80,0.02144
12808,226.40,0.02143
12809,158.70,0.02142
12810,136.00,0.02142
12811,172.30,0.02141
12812,266.10,0.02140
12813,65.90,0.02140
12814,168.80,0.02139
12815,199.40,0.02138
12816,77.40,0.02138
12817,78.90,0.02137
12818,230.70,0.02137
12819,69.50,0.02136
12820,85.70,0.02135
12821,92.60,0.02135
12822,35.20,0.02134
12823,317.90,0.02133
12824,162.10,0.02133
12825,-10.00,0.02132
12826,41.50,0.02131
12827,160.10,0.02131
12828,204.40,0.02130
12829,203.30,0.02130
12830,218.50,0.02129
12831,144.00,0.02128
12832,115.60,0.02128
12833,257.20,0.02127
12834,145.50,0.02126
12835,123.90,0.02126
12836,198.60,0.02125
12837,98.00,0.02124
12838,50.30,0.02124
12839,226.90,0.02123
12840,-4.00,0.02122
12841,214.30,0.02122
12842,107.10,0.02121
12843,16.20,0.02121
12844,91.10,0.02120
12845,160.40,0.02119
12846,182.80,0.02119
12847,240.80,0.02118
12848,131.60,0.02117
12849,153.20,0.02117
12850,254.70,0.02116
12851,249.10,0.02116
12852,74.40,0.02115
12853,193.30,0.02114
12854,67.40,0.02114
12855,-3.70,0.02113
12856,47.00,0.02112
12857,81.30,0.02112
12858,125.20,0.02111
12859,145.20,0.02110
12860,74.90,0.02110
12861,87.70,0.02109
12862,306.80,0.02109
12863,75.30,0.02108
12864,105.70,0.02107
12865,109.40,0.02107
12866,125.00,0.02106
12867,130.30,0.02105
12868,231.90,0.02105
12869,148.90,0.02104
12870,71.40,0.02103
12871,44.80,0.02103
12872,253.20,0.02102
12873,88.70,0.02102
12874,116.30,0.02101
12875,6.00,0.02100
12876,228.90,0.02100
12877,176.80,0.02099
12878,67.90,0.02098
12879,70.60,0.02098
12880,259.70,0.02097
12881,166.90,0.02097
12882,276.60,0.02096
12883,199.30,0.02095
12884,191.50,0.02095
12885,288.40,0.02094
12886,157.60,0.02093
12887,140.70,0.02093
12888,136.70,0.02092
12889,115.10,0.02092
12890,199.40,0.02091
12891,159.00,0.02090
12892,114.90,0.02090
12893,202.40,0.02089
12894,-10.80,0.02088
12895,190.30,0.02088
12896,158.90,0.02087
12897,21.30,0.02087
12898,68.40,0.02086
12899,204.00,0.02085
12900,116.60,0.02085
12901,148.40,0.02084
12902,162.40,0.02083
12903,116.10,0.02083
12904,134.50,0.02082
12905,-10.80,0.02082
12906,238.90,0.02081
12907,153.80,0.02080
12908,165.90,0.02080
12909,169.10,0.02079
12910,199.40,0.02078
12911,151.90,0.02078
12912,100.60,0.02077
12913,268.90,0.02077
12914,257.00,0.02076
12915,81.80,0.02075
12916,68.90,0.02075
12917,4.60,0.02074
12918,143.70,0.02073
12919,87.60,0.02073
12920,330.80,0.02072
12921,113.70,0.02072
12922,110.40,0.02071
12923,107.50,0.02070
12924,186.20,0.02070
12925,105.50,0.02069
12926,40.90,0.02068
12927,315.10,0.02068
12928,78.90,0.02067
12929,165.40,0.02067
12930,168.50,0.02066
12931,83.20,0.02065
12932,-10.90,0.02065
12933,146.60,0.02064
12934,101.40,0.02063
12935,292.30,0.02063
12936,50.10,0.02062
12937,83.50,0.02062
12938,265.60,0.02061
12939,-10.60,0.02060
12940,-10.60,0.02060
12941,119.90,0.02059
12942,14.60,0.02059
12943,179.90,0.02058
12944,158.20,0.02057
12945,174.00,0.02057
12946,181.10,0.02056
12947,206.70,0.02055
12948,231.30,0.02055
12949,59.10,0.02054
12950,116.40,0.02054
12951,202.50,0.02053
12952,194.40,0.02052
12953,204.10,0.02052
12954,164.20,0.02051
12955,185.90,0.02051
12956,246.40,0.02050
12957,163.30,0.02049
12958,104.80,0.02049
12959,72.50,0.02048
12960,39.60,0.02047
12961,146.90,0.02047
12962,243.00,0.02046
12963,110.60,0.02046
12964,234.40,0.02045
12965,174.80,0.02044
12966,94.90,0.02044
12967,34.60,0.02043
12968,156.00,0.02043
12969,81.40,0.02042
12970,188.60,0.02041
12971,4.90,0.02041
12972,244.50,0.02040
12973,96.40,0.02039
12974,283.60,0.02039
12975,209.40,0.02038
12976,267.50,0.02038
12977,11.50,0.02037
12978,196.40,0.02036
12979,82.60,0.02036
12980,102.20,0.02035
12981,-1.00,0.02035
12982,274.90,0.02034
12983,38.30,0.02033
12984,7.40,0.02033
12985,75.10,0.02032
12986,297.20,0.02032
12987,-10.30,0.02031
12988,95.00,0.02030
12989,292.60,0.02030
12990,-11.30,0.02029
12991,120.10,0.02028
12992,212.60,0.02028
12993,142.00,0.02027
12994,191.30,0.02027
12995,82.80,0.02026
12996,16.40,0.02025
12997,82.30,0.02025
12998,88.00,0.02024
12999,135.00,0.02024
13000,203.50,0.02023
13001,296.90,0.02022
13002,227.30,0.02022
13003,164.30,0.02021
13004,117.20,0.02021
13005,123.40,0.02020
13006,96.90,0.02019
13007,245.50,0.02019
13008,146.70,0.02018
13009,238.00,0.02018
13010,232.70,0.02017
13011,128.40,0.02016
13012,170.90,0.02016
13013,186.60,0.02015
13014,148.30,0.02015
13015,115.80,0.02014
13016,134.30,0.02013
13017,222.90,0.02013
13018,174.40,0.02012
13019,180.60,0.02012
13020,111.90,0.02011
13021,167.10,0.02010
13022,240.10,0.02010
13023,321.00,0.02009
13024,-10.60,0.02008
13025,186.50,0.02008
13026,152.60,0.02007
13027,138.40,0.02007
13028,50.40,0.02006
13029,117.00,0.02005
13030,211.10,0.02005
13031,-10.80,0.02004
13032,155.30,0.02004
13033,241.20,0.02003
13034,90.20,0.02002
13035,150.00,0.02002
13036,272.40,0.02001
13037,7.10,0.02001
13038,203.00,0.02000
13039,165.60,0.01999
13040,64.90,0.01999
13041,69.60,0.01998
13042,186.70,0.01998
13043,113.70,0.01997
13044,127.00,0.01996
13045,270.90,0.01996
13046,159.30,0.01995
13047,249.60,0.01995
13048,121.40,0.01994
13049,246.30,0.01993
13050,82.70,0.01993
13051,102.30,0.01992
13052,206.30,0.01992
13053,176.90,0.01991
13054,240.80,0.01990
13055,40.30,0.01990
13056,151.20,0.01989
13057,123.90,0.01989
13058,74.80,0.01988
13059,212.00,0.01988
13060,155.90,0.01987
13061,251.20,0.01986
13062,128.40,0.01986
13063,45.90,0.01985
13064,177.10,0.01985
13065,65.60,0.01984
13066,199.50,0.01983
13067,94.70,0.01983
13068,203.20,0.01982
13069,245.70,0.01982
13070,-10.20,0.01981
13071,133.60,0.01980
13072,136.20,0.01980
13073,199.40,0.01979
13074,232.50,0.01979
13075,118.50,0.01978
13076,53.50,0.01977
13077,13.30,0.01977
13078,211.40,0.01976
13079,261.30,0.01976
13080,182.50,0.01975
13081,282.70,0.01974
13082,212.90,0.01974
13083,213.30,0.01973
13084,261.10,0.01973
13085,169.30,0.01972
13086,132.40,0.01971
13087,89.90,0.01971
13088,-3.00,0.01970
13089,214.00,0.01970
13090,210.50,0.01969
13091,165.80,0.01969
13092,163.50,0.01968
13093,199.60,0.01967
13094,156.10,0.01967
13095,124.20,0.01966
13096,126.50,0.01966
13097,124.10,0.01965
13098,188.50,0.01964
13099,309.50,0.01964
13100,284.90,0.01963
13101,118.10,0.01963
13102,198.90,0.01962
13103,345.00,0.01961
13104,117.30,0.01961
13105,195.40,0.01960
13106,27.20,0.01960
13107,112.10,0.01959
13108,-10.80,0.01959
13109,221.30,0.01958
13110,123.20,0.01957
13111,217.40,0.01957
13112,160.70,0.01956
13113,135.30,0.01956
13114,123.30,0.01955
13115,198.60,0.01954
13116,108.80,0.01954
13117,153.60,0.01953
13118,95.00,0.01953
13119,163.50,0.01952
13120,152.90,0.01951
13121,351.00,0.01951
13122,-2.20,0.01950
13123,64.40,0.01950
13124,188.50,0.01949
13125,164.20,0.01949
13126,140.10,0.01948
13127,169.20,0.01947
13128,186.80,0.01947
13129,314.00,0.01946
13130,174.80,0.01946
13131,215.30,0.01945
13132,73.80,0.01944
13133,39.70,0.01944
13134,49.20,0.01943
13135,204.20,0.01943
13136,196.40,0.01942
13137,192.40,0.01942
13138,306.30,0.01941
13139,28.30,0.01940
13140,123.80,0.01940
13141,114.10,0.01939
13142,112.10,0.01939
13143,116.80,0.01938
13144,205.70,0.01937
13145,-10.20,0.01937
13146,258.30,0.01936
13147,249.90,0.01936
13148,175.90,0.01935
13149,103.70,0.01935
13150,16.20,0.01934
13151,164.90,0.01933
13152,199.30,0.01933
13153,308.40,0.01932
13154,209.80,0.01932
13155,165.60,0.01931
13156,23.40,0.01930
13157,180.50,0.01930
13158,269.70,0.01929
13159,154.90,0.01929
13160,137.00,0.01928
13161,69.80,0.01928
13162,210.50,0.01927
13163,86.40,0.01926
13164,187.90,0.01926
13165,168.50,0.01925
13166,117.40,0.01925
13167,267.90,0.01924
13168,187.30,0.01924
13169,137.40,0.01923
13170,154.00,0.01922
13171,171.20,0.01922
13172,171.30,0.01921
13173,139.80,0.01921
13174,246.50,0.01920
13175,313.80,0.01920
13176,259.30,0.01919
13177,138.40,0.01918
13178,289.70,0.01918
13179,220.90,0.01917
13180,216.10,0.01917
13181,204.40,0.01916
13182,233.70,0.01915
13183,172.70,0.01915
13184,262.60,0.01914
13185,125.20,0.01914
13186,127.10,0.01913
13187,227.20,0.01913
13188,111.40,0.01912
13189,266.20,0.01911
13190,246.40,0.01911
13191,238.80,0.01910
13192,171.90,0.01910
13193,231.30,0.01909
13194,114.50,0.01909
13195,130.90,0.01908
13196,13.70,0.01907
13197,262.10,0.01907
13198,142.70,0.01906
13199,136.00,0.01906
13200,139.10,0.01905
13201,76.20,0.01905
13202,204.20,0.01904
13203,159.20,0.01903
13204,143.40,0.01903
13205,172.60,0.01902
13206,153.50,0.01902
13207,295.40,0.01901
13208,236.00,0.01901
13209,195.70,0.01900
13210,57.70,0.01899
13211,268.30,0.01899
13212,104.40,0.01898
13213,177.80,0.01898
13214,211.70,0.01897
13215,61.80,0.01897
13216,49.30,0.01896
13217,162.20,0.01895
13218,99.80,0.01895
13219,93.10,0.01894
13220,187.10,0.01894
13221,276.60,0.01893
13222,134.30,0.01893
13223,191.60,0.01892
13224,239.30,0.01892
13225,219.80,0.01891
13226,69.30,0.01890
13227,212.10,0.01890
13228,204.70,0.01889
13229,327.40,0.01889
13230,306.60,0.01888
13231,169.20,0.01888
13232,246.20,0.01887
13233,187.60,0.01886
13234,148.60,0.01886
13235,114.40,0.01885
13236,58.50,0.01885
13237,213.30,0.01884
13238,91.40,0.01884
13239,182.20,0.01883
13240,7.20,0.01882
13241,101.50,0.01882
13242,247.10,0.01881
13243,222.10,0.01881
13244,203.40,0.01880
13245,326.50,0.01880
13246,321.90,0.01879
13247,276.00,0.01879
13248,76.00,0.01878
13249,245.20,0.01877
